,ori,data_year,offense,state_abbr,cleared,actual
94,MD0172100,2002,rape,MD,0,0
95,MD0172100,2002,violent-crime,MD,1393,7430
96,MD0172100,2003,burglary,MD,303,7331
97,MD0172100,2003,aggravated-assault,MD,735,3003
98,MD0172100,2003,arson,MD,20,464
99,MD0172100,2003,homicide,MD,18,116
100,MD0172100,2003,human-trafficing,MD,0,0
101,MD0172100,2003,larceny,MD,1058,22007
102,MD0172100,2003,motor-vehicle-theft,MD,567,15337
103,MD0172100,2003,property-crime,MD,1928,44675
104,MD0172100,2003,rape,MD,0,0
105,MD0172100,2003,rape-legacy,MD,25,245
106,MD0172100,2003,robbery,MD,294,3553
107,MD0172100,2003,violent-crime,MD,1072,6917
108,MD0172100,2004,burglary,MD,298,6429
109,MD0172100,2004,aggravated-assault,MD,713,3220
110,MD0172100,2004,arson,MD,20,510
111,MD0172100,2004,homicide,MD,20,134
112,MD0172100,2004,human-trafficing,MD,0,0
113,MD0172100,2004,larceny,MD,1303,22988
114,MD0172100,2004,motor-vehicle-theft,MD,617,16332
115,MD0172100,2004,property-crime,MD,2218,45749
116,MD0172100,2004,rape,MD,0,0
117,MD0172100,2004,rape-legacy,MD,67,259
118,MD0172100,2004,robbery,MD,356,3528
119,MD0172100,2004,violent-crime,MD,1156,7141
120,MD0172100,2005,arson,MD,12,471
121,MD0172100,2005,violent-crime,MD,1525,8232
122,MD0172100,2005,motor-vehicle-theft,MD,638,15188
123,MD0172100,2005,property-crime,MD,2901,45563
124,MD0172100,2005,rape,MD,0,0
125,MD0172100,2005,rape-legacy,MD,116,266
126,MD0172100,2005,robbery,MD,461,4447
127,MD0172100,2005,aggravated-assault,MD,857,3369
128,MD0172100,2005,larceny,MD,1866,24003
129,MD0172100,2005,human-trafficing,MD,0,0
130,MD0172100,2005,homicide,MD,91,150
131,MD0172100,2005,burglary,MD,397,6372
132,MD0172100,2006,robbery,MD,411,3341
133,MD0172100,2006,violent-crime,MD,1400,6892
134,MD0172100,2006,rape-legacy,MD,115,255
135,MD0172100,2006,arson,MD,14,354
136,MD0172100,2006,aggravated-assault,MD,815,3179
137,MD0172100,2006,rape,MD,0,0
138,MD0172100,2006,property-crime,MD,2475,38398
139,MD0172100,2006,motor-vehicle-theft,MD,433,11315
140,MD0172100,2006,larceny,MD,1684,21354
141,MD0172100,2006,human-trafficing,MD,0,0
142,MD0172100,2006,homicide,MD,59,117
143,MD0172100,2006,burglary,MD,358,5729
144,MD0172100,2007,burglary,MD,281,5940
145,MD0172100,2007,rape,MD,0,0
146,MD0172100,2007,rape-legacy,MD,73,226
147,MD0172100,2007,robbery,MD,364,3092
148,MD0172100,2007,violent-crime,MD,1164,6134
149,MD0172100,2007,aggravated-assault,MD,673,2693
150,MD0172100,2007,arson,MD,9,356
151,MD0172100,2007,homicide,MD,54,123
152,MD0172100,2007,human-trafficing,MD,0,0
153,MD0172100,2007,larceny,MD,1254,19745
154,MD0172100,2007,motor-vehicle-theft,MD,272,9943
155,MD0172100,2007,property-crime,MD,1807,35628
156,MD0172100,2008,rape,MD,0,0
157,MD0172100,2008,robbery,MD,573,2954
158,MD0172100,2008,aggravated-assault,MD,864,2695
159,MD0172100,2008,arson,MD,12,355
160,MD0172100,2008,burglary,MD,396,6636
161,MD0172100,2008,homicide,MD,55,102
162,MD0172100,2008,human-trafficing,MD,0,0
163,MD0172100,2008,larceny,MD,1877,20046
164,MD0172100,2008,motor-vehicle-theft,MD,441,8174
165,MD0172100,2008,property-crime,MD,2714,34856
166,MD0172100,2008,violent-crime,MD,1605,5966
167,MD0172100,2008,rape-legacy,MD,113,215
168,MD0172100,2009,burglary,MD,478,6707
169,MD0172100,2009,violent-crime,MD,1535,5338
170,MD0172100,2009,robbery,MD,582,2634
171,MD0172100,2009,rape-legacy,MD,114,197
172,MD0172100,2009,rape,MD,0,0
173,MD0172100,2009,property-crime,MD,2411,29647
174,MD0172100,2009,motor-vehicle-theft,MD,268,6046
175,MD0172100,2009,larceny,MD,1665,16894
176,MD0172100,2009,human-trafficing,MD,0,0
177,MD0172100,2009,homicide,MD,51,86
178,MD0172100,2009,aggravated-assault,MD,788,2421
179,MD0172100,2009,arson,MD,7,260
180,MD0172100,2010,robbery,MD,396,2472
181,MD0172100,2010,rape-legacy,MD,89,169
182,MD0172100,2010,rape,MD,0,0
183,MD0172100,2010,violent-crime,MD,1166,4941
184,MD0172100,2010,property-crime,MD,2229,28275
185,MD0172100,2010,motor-vehicle-theft,MD,211,5597
186,MD0172100,2010,larceny,MD,1575,16251
187,MD0172100,2010,human-trafficing,MD,0,0
188,MD0172100,2010,homicide,MD,39,81
189,MD0172100,2010,burglary,MD,443,6427
190,MD0172100,2010,arson,MD,10,281
191,MD0172100,2010,aggravated-assault,MD,642,2219
192,MD0172100,2011,robbery,MD,445,2048
193,MD0172100,2011,aggravated-assault,MD,715,1795
194,MD0172100,2011,arson,MD,10,214
195,MD0172100,2011,burglary,MD,391,5499
196,MD0172100,2011,homicide,MD,45,80
197,MD0172100,2011,human-trafficing,MD,0,0
198,MD0172100,2011,larceny,MD,1786,14977
199,MD0172100,2011,motor-vehicle-theft,MD,176,4980
200,MD0172100,2011,property-crime,MD,2353,25456
201,MD0172100,2011,rape,MD,0,0
202,MD0172100,2011,rape-legacy,MD,80,152
203,MD0172100,2011,violent-crime,MD,1285,4075
204,MD0172100,2012,robbery,MD,458,1996
205,MD0172100,2012,violent-crime,MD,1397,3955
206,MD0172100,2012,rape-legacy,MD,83,145
207,MD0172100,2012,aggravated-assault,MD,818,1765
208,MD0172100,2012,arson,MD,25,142
209,MD0172100,2012,burglary,MD,431,4758
210,MD0172100,2012,homicide,MD,38,49
211,MD0172100,2012,human-trafficing,MD,0,0
212,MD0172100,2012,larceny,MD,1956,15115
213,MD0172100,2012,motor-vehicle-theft,MD,158,4319
214,MD0172100,2012,property-crime,MD,2545,24192
215,MD0172100,2012,rape,MD,0,0
216,MD0172100,2013,rape,MD,0,0
217,MD0172100,2013,homicide,MD,43,51
218,MD0172100,2013,human-trafficing,MD,0,0
219,MD0172100,2013,larceny,MD,1708,13764
220,MD0172100,2013,motor-vehicle-theft,MD,152,3601
221,MD0172100,2013,property-crime,MD,2223,21908
222,MD0172100,2013,burglary,MD,363,4543
223,MD0172100,2013,rape-legacy,MD,64,146
224,MD0172100,2013,robbery,MD,399,1583
225,MD0172100,2013,violent-crime,MD,1295,3502
226,MD0172100,2013,aggravated-assault,MD,789,1722
227,MD0172100,2013,arson,MD,31,144
228,MD0172100,2014,property-crime,MD,1836,19961
229,MD0172100,2014,rape,MD,0,0
230,MD0172100,2014,robbery,MD,324,1461
231,MD0172100,2014,rape-legacy,MD,94,171
232,MD0172100,2014,aggravated-assault,MD,706,1490
233,MD0172100,2014,violent-crime,MD,1155,3161
234,MD0172100,2014,arson,MD,28,149
235,MD0172100,2014,burglary,MD,259,3809
236,MD0172100,2014,homicide,MD,31,39
237,MD0172100,2014,human-trafficing,MD,0,0
238,MD0172100,2014,larceny,MD,1438,12599
239,MD0172100,2014,motor-vehicle-theft,MD,139,3553
240,MD0172100,2015,aggravated-assault,MD,656,1583
241,MD0172100,2015,arson,MD,34,116
242,MD0172100,2015,homicide,MD,41,66
243,MD0172100,2015,human-trafficing,MD,0,0
244,MD0172100,2015,larceny,MD,1327,10772
245,MD0172100,2015,motor-vehicle-theft,MD,131,2856
246,MD0172100,2015,burglary,MD,261,2796
247,MD0172100,2015,property-crime,MD,1719,16424
248,MD0172100,2015,rape,MD,131,248
249,MD0172100,2015,rape-legacy,MD,0,0
250,MD0172100,2015,robbery,MD,363,1359
251,MD0172100,2015,violent-crime,MD,1191,3256
252,MD0172100,2016,rape,MD,107,243
253,MD0172100,2016,robbery,MD,166,1128
254,MD0172100,2016,rape-legacy,MD,0,0
255,MD0172100,2016,aggravated-assault,MD,511,1190
256,MD0172100,2016,arson,MD,4,36
257,MD0172100,2016,burglary,MD,172,2193
258,MD0172100,2016,homicide,MD,32,72
259,MD0172100,2016,human-trafficing,MD,0,0
260,MD0172100,2016,larceny,MD,929,10041
261,MD0172100,2016,motor-vehicle-theft,MD,117,2830
262,MD0172100,2016,property-crime,MD,1218,15064
263,MD0172100,2016,violent-crime,MD,816,2633
264,MD0172100,2017,human-trafficing,MD,0,0
265,MD0172100,2017,aggravated-assault,MD,403,962
266,MD0172100,2017,arson,MD,6,39
267,MD0172100,2017,burglary,MD,200,1783
268,MD0172100,2017,homicide,MD,28,54
269,MD0172100,2017,larceny,MD,832,8595
270,MD0172100,2017,motor-vehicle-theft,MD,156,2331
271,MD0172100,2017,property-crime,MD,1188,12709
272,MD0172100,2017,rape,MD,45,91
273,MD0172100,2017,rape-legacy,MD,0,0
274,MD0172100,2017,robbery,MD,176,767
275,MD0172100,2017,violent-crime,MD,652,1874
276,MD0172100,2018,property-crime,MD,1068,12702
277,MD0172100,2018,aggravated-assault,MD,397,912
278,MD0172100,2018,arson,MD,13,60
279,MD0172100,2018,burglary,MD,178,1752
280,MD0172100,2018,homicide,MD,46,50
281,MD0172100,2018,human-trafficing,MD,0,0
282,MD0172100,2018,larceny,MD,767,8620
283,MD0172100,2018,motor-vehicle-theft,MD,123,2330
284,MD0172100,2018,rape,MD,138,214
285,MD0172100,2018,rape-legacy,MD,0,0
286,MD0172100,2018,robbery,MD,292,825
287,MD0172100,2018,violent-crime,MD,873,2001
288,MD0172100,2019,burglary,MD,81,1253
289,MD0172100,2019,larceny,MD,668,7426
290,MD0172100,2019,motor-vehicle-theft,MD,86,2071
291,MD0172100,2019,property-crime,MD,835,10750
292,MD0172100,2019,rape,MD,96,185
293,MD0172100,2019,arson,MD,6,44
294,MD0172100,2019,aggravated-assault,MD,340,917
295,MD0172100,2019,homicide,MD,30,50
296,MD0172100,2019,human-trafficing,MD,0,0
297,MD0172100,2019,rape-legacy,MD,34,77
298,MD0172100,2019,robbery,MD,229,831
299,MD0172100,2019,violent-crime,MD,729,2060
0,MOSPD0000,1995,burglary,MO,1262,10692
1,MOSPD0000,1995,homicide,MO,203,204
2,MOSPD0000,1995,human-trafficing,MO,0,0
3,MOSPD0000,1995,larceny,MO,4074,28587
4,MOSPD0000,1995,motor-vehicle-theft,MO,1139,8005
5,MOSPD0000,1995,property-crime,MO,6475,47284
6,MOSPD0000,1995,rape,MO,0,0
7,MOSPD0000,1995,rape-legacy,MO,195,273
8,MOSPD0000,1995,robbery,MO,1209,5136
9,MOSPD0000,1995,violent-crime,MO,5432,12452
10,MOSPD0000,1995,aggravated-assault,MO,3825,6839
11,MOSPD0000,1995,arson,MO,0,769
12,MOSPD0000,1996,rape-legacy,MO,196,269
13,MOSPD0000,1996,human-trafficing,MO,0,0
14,MOSPD0000,1996,property-crime,MO,6296,46385
15,MOSPD0000,1996,rape,MO,0,0
16,MOSPD0000,1996,homicide,MO,111,166
17,MOSPD0000,1996,burglary,MO,1417,9887
18,MOSPD0000,1996,arson,MO,121,784
19,MOSPD0000,1996,aggravated-assault,MO,3539,5682
20,MOSPD0000,1996,robbery,MO,1090,4086
21,MOSPD0000,1996,violent-crime,MO,4936,10203
22,MOSPD0000,1996,motor-vehicle-theft,MO,1116,7270
23,MOSPD0000,1996,larceny,MO,3763,29228
24,MOSPD0000,1997,arson,MO,132,837
25,MOSPD0000,1997,aggravated-assault,MO,3427,5641
26,MOSPD0000,1997,violent-crime,MO,4609,9591
27,MOSPD0000,1997,robbery,MO,901,3572
28,MOSPD0000,1997,rape-legacy,MO,182,225
29,MOSPD0000,1997,rape,MO,0,0
30,MOSPD0000,1997,property-crime,MO,6224,41623
31,MOSPD0000,1997,motor-vehicle-theft,MO,1100,8121
32,MOSPD0000,1997,larceny,MO,3889,23405
33,MOSPD0000,1997,human-trafficing,MO,0,0
34,MOSPD0000,1997,homicide,MO,99,153
35,MOSPD0000,1997,burglary,MO,1235,10097
36,MOSPD0000,1998,burglary,MO,1120,9042
37,MOSPD0000,1998,aggravated-assault,MO,3176,5067
38,MOSPD0000,1998,violent-crime,MO,4310,8848
39,MOSPD0000,1998,robbery,MO,913,3500
40,MOSPD0000,1998,rape-legacy,MO,131,168
41,MOSPD0000,1998,rape,MO,0,0
42,MOSPD0000,1998,property-crime,MO,6209,42611
43,MOSPD0000,1998,motor-vehicle-theft,MO,1047,6676
44,MOSPD0000,1998,larceny,MO,4042,26893
45,MOSPD0000,1998,human-trafficing,MO,0,0
46,MOSPD0000,1998,homicide,MO,90,113
47,MOSPD0000,1998,arson,MO,105,661
48,MOSPD0000,1999,rape-legacy,MO,131,144
49,MOSPD0000,1999,rape,MO,0,0
50,MOSPD0000,1999,property-crime,MO,5464,40100
51,MOSPD0000,1999,motor-vehicle-theft,MO,902,6645
52,MOSPD0000,1999,larceny,MO,3565,25599
53,MOSPD0000,1999,human-trafficing,MO,0,0
54,MOSPD0000,1999,aggravated-assault,MO,2908,4545
55,MOSPD0000,1999,robbery,MO,752,2792
56,MOSPD0000,1999,burglary,MO,997,7856
57,MOSPD0000,1999,violent-crime,MO,3878,7611
58,MOSPD0000,1999,homicide,MO,87,130
59,MOSPD0000,1999,arson,MO,90,678
60,MOSPD0000,2000,human-trafficing,MO,0,0
61,MOSPD0000,2000,motor-vehicle-theft,MO,962,7835
62,MOSPD0000,2000,property-crime,MO,4646,42717
63,MOSPD0000,2000,rape,MO,0,0
64,MOSPD0000,2000,violent-crime,MO,3458,7936
65,MOSPD0000,2000,rape-legacy,MO,85,112
66,MOSPD0000,2000,robbery,MO,727,3224
67,MOSPD0000,2000,burglary,MO,798,8020
68,MOSPD0000,2000,arson,MO,114,796
69,MOSPD0000,2000,aggravated-assault,MO,2564,4476
70,MOSPD0000,2000,homicide,MO,82,124
71,MOSPD0000,2000,larceny,MO,2886,26862
72,MOSPD0000,2001,aggravated-assault,MO,2352,4256
73,MOSPD0000,2001,violent-crime,MO,3260,7664
74,MOSPD0000,2001,robbery,MO,751,3140
75,MOSPD0000,2001,rape-legacy,MO,83,120
76,MOSPD0000,2001,rape,MO,0,0
77,MOSPD0000,2001,property-crime,MO,4636,44971
78,MOSPD0000,2001,motor-vehicle-theft,MO,945,8843
79,MOSPD0000,2001,larceny,MO,2908,28000
80,MOSPD0000,2001,human-trafficing,MO,0,0
81,MOSPD0000,2001,homicide,MO,74,148
82,MOSPD0000,2001,burglary,MO,783,8128
83,MOSPD0000,2001,arson,MO,52,711
84,MOSPD0000,2002,motor-vehicle-theft,MO,1032,9835
85,MOSPD0000,2002,aggravated-assault,MO,2574,4434
86,MOSPD0000,2002,arson,MO,52,585
87,MOSPD0000,2002,burglary,MO,806,7059
88,MOSPD0000,2002,homicide,MO,79,111
89,MOSPD0000,2002,human-trafficing,MO,0,0
90,MOSPD0000,2002,larceny,MO,2809,26036
91,MOSPD0000,2002,property-crime,MO,4647,42930
92,MOSPD0000,2002,rape,MO,0,0
93,MOSPD0000,2002,rape-legacy,MO,92,136
94,MOSPD0000,2002,robbery,MO,656,2818
95,MOSPD0000,2002,violent-crime,MO,3401,7499
96,MOSPD0000,2003,rape-legacy,MO,64,81
97,MOSPD0000,2003,robbery,MO,599,2786
98,MOSPD0000,2003,violent-crime,MO,3037,7424
99,MOSPD0000,2003,aggravated-assault,MO,2314,4483
100,MOSPD0000,2003,arson,MO,43,470
101,MOSPD0000,2003,burglary,MO,563,6978
102,MOSPD0000,2003,homicide,MO,60,74
103,MOSPD0000,2003,human-trafficing,MO,0,0
104,MOSPD0000,2003,larceny,MO,2075,25926
105,MOSPD0000,2003,motor-vehicle-theft,MO,996,11966
106,MOSPD0000,2003,property-crime,MO,3634,44870
107,MOSPD0000,2003,rape,MO,0,0
108,MOSPD0000,2004,robbery,MO,433,2632
109,MOSPD0000,2004,rape-legacy,MO,72,171
110,MOSPD0000,2004,violent-crime,MO,2450,6957
111,MOSPD0000,2004,aggravated-assault,MO,1901,4041
112,MOSPD0000,2004,arson,MO,0,576
113,MOSPD0000,2004,burglary,MO,459,6300
114,MOSPD0000,2004,homicide,MO,44,113
115,MOSPD0000,2004,human-trafficing,MO,0,0
116,MOSPD0000,2004,larceny,MO,2415,23592
117,MOSPD0000,2004,motor-vehicle-theft,MO,699,8912
118,MOSPD0000,2004,property-crime,MO,3573,38804
119,MOSPD0000,2004,rape,MO,0,0
120,MOSPD0000,2005,aggravated-assault,MO,2560,4951
121,MOSPD0000,2005,robbery,MO,671,2965
122,MOSPD0000,2005,rape-legacy,MO,141,276
123,MOSPD0000,2005,rape,MO,0,0
124,MOSPD0000,2005,property-crime,MO,3089,38245
125,MOSPD0000,2005,motor-vehicle-theft,MO,401,8146
126,MOSPD0000,2005,larceny,MO,1990,22886
127,MOSPD0000,2005,human-trafficing,MO,0,0
128,MOSPD0000,2005,homicide,MO,75,131
129,MOSPD0000,2005,burglary,MO,698,7213
130,MOSPD0000,2005,arson,MO,38,490
131,MOSPD0000,2005,violent-crime,MO,3447,8323
132,MOSPD0000,2006,arson,MO,50,431
133,MOSPD0000,2006,aggravated-assault,MO,2491,4992
134,MOSPD0000,2006,robbery,MO,742,3147
135,MOSPD0000,2006,rape-legacy,MO,207,337
136,MOSPD0000,2006,rape,MO,0,0
137,MOSPD0000,2006,property-crime,MO,3491,40707
138,MOSPD0000,2006,motor-vehicle-theft,MO,354,8645
139,MOSPD0000,2006,larceny,MO,2193,23552
140,MOSPD0000,2006,human-trafficing,MO,0,0
141,MOSPD0000,2006,homicide,MO,69,129
142,MOSPD0000,2006,violent-crime,MO,3509,8605
143,MOSPD0000,2006,burglary,MO,944,8510
144,MOSPD0000,2007,motor-vehicle-theft,MO,337,6282
145,MOSPD0000,2007,violent-crime,MO,3184,7654
146,MOSPD0000,2007,robbery,MO,612,2761
147,MOSPD0000,2007,rape-legacy,MO,194,255
148,MOSPD0000,2007,rape,MO,0,0
149,MOSPD0000,2007,property-crime,MO,3675,33901
150,MOSPD0000,2007,larceny,MO,2289,20330
151,MOSPD0000,2007,human-trafficing,MO,0,0
152,MOSPD0000,2007,homicide,MO,70,138
153,MOSPD0000,2007,burglary,MO,1049,7289
154,MOSPD0000,2007,arson,MO,35,410
155,MOSPD0000,2007,aggravated-assault,MO,2308,4500
156,MOSPD0000,2008,rape-legacy,MO,160,237
157,MOSPD0000,2008,burglary,MO,1002,7274
158,MOSPD0000,2008,robbery,MO,588,2634
159,MOSPD0000,2008,aggravated-assault,MO,2061,4345
160,MOSPD0000,2008,violent-crime,MO,2886,7383
161,MOSPD0000,2008,arson,MO,49,325
162,MOSPD0000,2008,homicide,MO,77,167
163,MOSPD0000,2008,human-trafficing,MO,0,0
164,MOSPD0000,2008,larceny,MO,2037,17328
165,MOSPD0000,2008,motor-vehicle-theft,MO,275,5841
166,MOSPD0000,2008,property-crime,MO,3314,30443
167,MOSPD0000,2008,rape,MO,0,0
168,MOSPD0000,2009,homicide,MO,99,143
169,MOSPD0000,2009,arson,MO,38,256
170,MOSPD0000,2009,aggravated-assault,MO,2237,4239
171,MOSPD0000,2009,violent-crime,MO,3177,7353
172,MOSPD0000,2009,robbery,MO,661,2721
173,MOSPD0000,2009,rape-legacy,MO,180,250
174,MOSPD0000,2009,rape,MO,0,0
175,MOSPD0000,2009,property-crime,MO,3303,29595
176,MOSPD0000,2009,motor-vehicle-theft,MO,257,4962
177,MOSPD0000,2009,larceny,MO,2022,17799
178,MOSPD0000,2009,human-trafficing,MO,0,0
179,MOSPD0000,2009,burglary,MO,1024,6834
180,MOSPD0000,2010,robbery,MO,604,2125
181,MOSPD0000,2010,rape,MO,0,0
182,MOSPD0000,2010,rape-legacy,MO,128,188
183,MOSPD0000,2010,violent-crime,MO,2852,6205
184,MOSPD0000,2010,aggravated-assault,MO,2027,3748
185,MOSPD0000,2010,arson,MO,37,250
186,MOSPD0000,2010,homicide,MO,93,144
187,MOSPD0000,2010,human-trafficing,MO,0,0
188,MOSPD0000,2010,larceny,MO,1989,16356
189,MOSPD0000,2010,burglary,MO,1038,6705
190,MOSPD0000,2010,motor-vehicle-theft,MO,208,4263
191,MOSPD0000,2010,property-crime,MO,3235,27324
192,MOSPD0000,2011,robbery,MO,619,2127
193,MOSPD0000,2011,aggravated-assault,MO,2006,3522
194,MOSPD0000,2011,arson,MO,19,191
195,MOSPD0000,2011,burglary,MO,1109,7015
196,MOSPD0000,2011,homicide,MO,75,113
197,MOSPD0000,2011,human-trafficing,MO,0,0
198,MOSPD0000,2011,larceny,MO,1987,15285
199,MOSPD0000,2011,motor-vehicle-theft,MO,200,3369
200,MOSPD0000,2011,property-crime,MO,3296,25669
201,MOSPD0000,2011,rape,MO,0,0
202,MOSPD0000,2011,rape-legacy,MO,135,188
203,MOSPD0000,2011,violent-crime,MO,2835,5950
204,MOSPD0000,2012,robbery,MO,587,1778
205,MOSPD0000,2012,rape-legacy,MO,144,199
206,MOSPD0000,2012,rape,MO,0,0
207,MOSPD0000,2012,property-crime,MO,2624,21995
208,MOSPD0000,2012,motor-vehicle-theft,MO,175,3489
209,MOSPD0000,2012,larceny,MO,1714,13520
210,MOSPD0000,2012,human-trafficing,MO,0,0
211,MOSPD0000,2012,homicide,MO,65,113
212,MOSPD0000,2012,burglary,MO,735,4986
213,MOSPD0000,2012,arson,MO,52,196
214,MOSPD0000,2012,aggravated-assault,MO,1888,3571
215,MOSPD0000,2012,violent-crime,MO,2684,5661
216,MOSPD0000,2013,human-trafficing,MO,0,0
217,MOSPD0000,2013,larceny,MO,1497,13452
218,MOSPD0000,2013,aggravated-assault,MO,1816,3167
219,MOSPD0000,2013,arson,MO,30,179
220,MOSPD0000,2013,burglary,MO,606,4305
221,MOSPD0000,2013,homicide,MO,57,120
222,MOSPD0000,2013,motor-vehicle-theft,MO,174,3330
223,MOSPD0000,2013,property-crime,MO,2277,21087
224,MOSPD0000,2013,rape,MO,221,333
225,MOSPD0000,2013,rape-legacy,MO,0,0
226,MOSPD0000,2013,robbery,MO,496,1457
227,MOSPD0000,2013,violent-crime,MO,2590,5077
228,MOSPD0000,2014,violent-crime,MO,2234,5348
229,MOSPD0000,2014,aggravated-assault,MO,1546,3348
230,MOSPD0000,2014,arson,MO,22,190
231,MOSPD0000,2014,burglary,MO,555,4209
232,MOSPD0000,2014,homicide,MO,71,159
233,MOSPD0000,2014,human-trafficing,MO,0,0
234,MOSPD0000,2014,larceny,MO,1363,12463
235,MOSPD0000,2014,motor-vehicle-theft,MO,135,3247
236,MOSPD0000,2014,property-crime,MO,2053,19919
237,MOSPD0000,2014,rape,MO,178,279
238,MOSPD0000,2014,rape-legacy,MO,0,0
239,MOSPD0000,2014,robbery,MO,439,1562
240,MOSPD0000,2015,arson,MO,31,223
241,MOSPD0000,2015,violent-crime,MO,2241,5762
242,MOSPD0000,2015,aggravated-assault,MO,1501,3521
243,MOSPD0000,2015,property-crime,MO,2239,20028
244,MOSPD0000,2015,robbery,MO,506,1790
245,MOSPD0000,2015,burglary,MO,596,4202
246,MOSPD0000,2015,homicide,MO,91,188
247,MOSPD0000,2015,human-trafficing,MO,0,0
248,MOSPD0000,2015,larceny,MO,1477,12680
249,MOSPD0000,2015,motor-vehicle-theft,MO,166,3146
250,MOSPD0000,2015,rape,MO,143,263
251,MOSPD0000,2015,rape-legacy,MO,0,0
252,MOSPD0000,2016,aggravated-assault,MO,1600,3636
253,MOSPD0000,2016,robbery,MO,515,1904
254,MOSPD0000,2016,burglary,MO,395,3201
255,MOSPD0000,2016,homicide,MO,95,188
256,MOSPD0000,2016,human-trafficing,MO,0,0
257,MOSPD0000,2016,larceny,MO,1304,12394
258,MOSPD0000,2016,rape-legacy,MO,0,0
259,MOSPD0000,2016,rape,MO,137,289
260,MOSPD0000,2016,property-crime,MO,1883,18653
261,MOSPD0000,2016,motor-vehicle-theft,MO,184,3058
262,MOSPD0000,2016,arson,MO,29,269
263,MOSPD0000,2016,violent-crime,MO,2347,6017
264,MOSPD0000,2017,homicide,MO,108,205
265,MOSPD0000,2017,human-trafficing,MO,0,0
266,MOSPD0000,2017,larceny,MO,1308,12894
267,MOSPD0000,2017,motor-vehicle-theft,MO,212,2713
268,MOSPD0000,2017,property-crime,MO,1997,18745
269,MOSPD0000,2017,rape,MO,116,289
270,MOSPD0000,2017,arson,MO,15,201
271,MOSPD0000,2017,aggravated-assault,MO,1639,4023
272,MOSPD0000,2017,rape-legacy,MO,0,0
273,MOSPD0000,2017,robbery,MO,442,1944
274,MOSPD0000,2017,violent-crime,MO,2305,6461
275,MOSPD0000,2017,burglary,MO,477,3138
276,MOSPD0000,2018,aggravated-assault,MO,1604,3577
277,MOSPD0000,2018,rape-legacy,MO,0,0
278,MOSPD0000,2018,rape,MO,136,309
279,MOSPD0000,2018,property-crime,MO,1854,18142
280,MOSPD0000,2018,motor-vehicle-theft,MO,215,2750
281,MOSPD0000,2018,larceny,MO,1214,12413
282,MOSPD0000,2018,human-trafficing,MO,0,0
283,MOSPD0000,2018,homicide,MO,95,187
284,MOSPD0000,2018,burglary,MO,425,2979
285,MOSPD0000,2018,arson,MO,13,188
286,MOSPD0000,2018,robbery,MO,398,1452
287,MOSPD0000,2018,violent-crime,MO,2233,5525
288,MOSPD0000,2019,human-trafficing,MO,0,0
289,MOSPD0000,2019,burglary,MO,505,3044
290,MOSPD0000,2019,arson,MO,21,169
291,MOSPD0000,2019,aggravated-assault,MO,1576,3858
292,MOSPD0000,2019,rape-legacy,MO,0,0
293,MOSPD0000,2019,violent-crime,MO,2159,5792
294,MOSPD0000,2019,rape,MO,118,265
295,MOSPD0000,2019,property-crime,MO,1724,18582
296,MOSPD0000,2019,robbery,MO,389,1475
297,MOSPD0000,2019,motor-vehicle-theft,MO,224,2998
298,MOSPD0000,2019,larceny,MO,995,12540
299,MOSPD0000,2019,homicide,MO,76,194
0,NC0600100,1995,aggravated-assault,NC,3420,5824
1,NC0600100,1995,arson,NC,137,345
2,NC0600100,1995,burglary,NC,1540,9959
3,NC0600100,1995,homicide,NC,71,89
4,NC0600100,1995,human-trafficing,NC,0,0
5,NC0600100,1995,larceny,NC,3837,29273
6,NC0600100,1995,motor-vehicle-theft,NC,911,3650
7,NC0600100,1995,property-crime,NC,6288,42882
8,NC0600100,1995,rape,NC,0,0
9,NC0600100,1995,rape-legacy,NC,212,366
10,NC0600100,1995,robbery,NC,757,2949
11,NC0600100,1995,violent-crime,NC,4460,9228
12,NC0600100,1996,homicide,NC,57,71
13,NC0600100,1996,human-trafficing,NC,0,0
14,NC0600100,1996,larceny,NC,4139,30199
15,NC0600100,1996,motor-vehicle-theft,NC,890,4177
16,NC0600100,1996,property-crime,NC,6240,44603
17,NC0600100,1996,robbery,NC,665,2594
18,NC0600100,1996,rape,NC,0,0
19,NC0600100,1996,rape-legacy,NC,159,306
20,NC0600100,1996,violent-crime,NC,3924,8915
21,NC0600100,1996,aggravated-assault,NC,3043,5944
22,NC0600100,1996,arson,NC,73,439
23,NC0600100,1996,burglary,NC,1211,10227
24,NC0600100,1997,burglary,NC,1237,10413
25,NC0600100,1997,aggravated-assault,NC,4021,6045
26,NC0600100,1997,violent-crime,NC,5105,9165
27,NC0600100,1997,robbery,NC,815,2716
28,NC0600100,1997,rape-legacy,NC,208,345
29,NC0600100,1997,rape,NC,0,0
30,NC0600100,1997,property-crime,NC,6652,43719
31,NC0600100,1997,motor-vehicle-theft,NC,781,4384
32,NC0600100,1997,larceny,NC,4634,28922
33,NC0600100,1997,human-trafficing,NC,0,0
34,NC0600100,1997,homicide,NC,61,59
35,NC0600100,1997,arson,NC,80,390
36,NC0600100,1998,motor-vehicle-theft,NC,1065,3918
37,NC0600100,1998,burglary,NC,1112,10701
38,NC0600100,1998,homicide,NC,47,65
39,NC0600100,1998,aggravated-assault,NC,3322,5829
40,NC0600100,1998,human-trafficing,NC,0,0
41,NC0600100,1998,larceny,NC,3832,29256
